booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone_hashed,amount,payment_method
B1899,P1768,SJ124,2025-09-28 11:37:36.952,PENDING,C5423060,4B,Laksh Nath,72447b9f2dad,3146.15,UPI
B1900,P1100,SJ223,2025-10-06 11:37:36.952,CANCELLED,F8655052,11C,Urvi Venkataraman,3620bbc5e18b,1212.98,UPI
B1901,P1197,UK103,2025-04-25 11:37:36.952,CONFIRMED,K2066701,21A,Tanmayi Dixit,f3aaf14bee30,10787.49,CARD
B1902,P1812,SJ157,2026-02-08 11:37:36.952,CONFIRMED,X9201663,14F,Yutika Dey,2b9e175f4ae9,,
B1903,P1225,6F242,2025-11-06 11:37:36.952,CONFIRMED,E2400539,9B,Falak Nagar,9522aa2bc001,,
B1904,P1942,UK213,2025-07-01 11:37:36.952,CONFIRMED,M6201901,8B,Nicholas Ramaswamy,6b6c4f86425e,5769.34,NETBANKING
B1905,P1462,SJ120,2026-02-13 11:37:36.952,PENDING,K3391332,24B,Chandani Nayar,62f0ee4e40d7,,
B1906,P1236,AI035,2025-08-11 11:37:36.952,CANCELLED,G2394564,22B,Yashica Upadhyay,9d2d59c18bd6,11037.65,UPI
B1907,P1025,6F147,2026-01-14 11:37:36.952,CANCELLED,F8644976,1B,Vrishti Mistry,5ba3f7c2eda7,5451.44,CARD
B1908,P1120,SJ229,2025-08-09 11:37:36.952,CANCELLED,V6634209,23B,Vaishnavi Badal,2f38144707e1,8834.05,CARD
B1908,P1120,SJ229,2025-08-09 11:37:36.952,CANCELLED,V6634209,23B,Vaishnavi Badal,2f38144707e1,1912.8,CARD
B1909,P1909,AI230,2025-11-14 11:37:36.952,PENDING,R7349852,31B,Jyoti Narula,debb9df0aa24,,
B1910,P1505,UK162,2025-06-10 11:37:36.952,CANCELLED,C5266559,5C,Imaran Saha,b52ca7344d7a,13743.8,UPI
B1910,P1505,UK162,2025-06-10 11:37:36.952,CANCELLED,C5266559,5C,Imaran Saha,b52ca7344d7a,7810.25,CARD
B1911,P1181,AI066,2025-05-29 11:37:36.952,PENDING,N2538096,27C,Darika Bala,683efbda2180,,
B1912,P1710,6F205,2025-09-09 11:37:36.952,CANCELLED,T5336952,19D,Urvi Lanka,622c569b4afc,6279.57,NETBANKING
B1913,P1813,AI124,2025-05-24 11:37:36.952,CONFIRMED,N6535389,27B,Vedant Behl,2cb31ad76b28,11211.97,NETBANKING
B1913,P1813,AI124,2025-05-24 11:37:36.952,CONFIRMED,N6535389,27B,Vedant Behl,2cb31ad76b28,4083.41,CARD
B1914,P1766,UK114,2025-10-19 11:37:36.952,PENDING,H2436792,20A,Varsha Garde,c1faa2cc7e1a,5079.38,NETBANKING
B1915,P1633,AI231,2025-06-03 11:37:36.952,CANCELLED,C2763835,18B,Lajita Divan,429a2518688f,1162.01,CARD
B1916,P1542,AI113,2025-10-30 11:37:36.952,CONFIRMED,W5863906,7D,Xavier Balay,013e47d59cd4,3156.86,CARD
B1917,P1983,UK180,2025-08-03 11:37:36.952,INVALID,X7939981,27A,Imaran Halder,3be0f7b21954,,
B1918,P1314,UK180,2025-10-07 11:37:36.952,CONFIRMED,V1168371,2B,Anirudh Sastry,10bda53cf2bd,2739.31,NETBANKING
B1918,P1314,UK180,2025-10-07 11:37:36.952,CONFIRMED,V1168371,2B,Anirudh Sastry,10bda53cf2bd,1356.26,NETBANKING
B1919,P1990,6F080,2026-03-17 11:37:36.952,PENDING,G7260720,7C,Dipta Sahota,c4700d6a7c9b,,
B1920,P1796,SJ095,2025-05-11 11:37:36.952,PENDING,T8082649,14A,Max Sachar,d7e25c638537,,
B1921,P1617,SJ115,2025-04-24 11:37:36.952,CANCELLED,K6394762,21F,Samar Roy,0ce6b8840ace,9627.04,CARD
B1922,P1735,AI142,2025-05-14 11:37:36.952,CONFIRMED,X2645633,7D,Yachana Sinha,d8d4ec063e76,11708.41,CARD
B1922,P1735,AI142,2025-05-14 11:37:36.952,CONFIRMED,X2645633,7D,Yachana Sinha,d8d4ec063e76,7858.51,CARD
B1923,P1272,UK169,2025-11-28 11:37:36.952,CANCELLED,X9403694,33F,David Devi,8339ed6625d3,8467.53,NETBANKING
B1923,P1272,UK169,2025-11-28 11:37:36.952,CANCELLED,X9403694,33F,David Devi,8339ed6625d3,8027.125,UPI
B1924,P1909,SJ041,2025-05-04 11:37:36.952,CANCELLED,D2664971,27D,Zilmil Johal,ae62021e117c,4739.01,CARD
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,W3353910,7D,Ekta Sridhar,6e21d3e3f460,11102.07,UPI
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,W3353910,7D,Ekta Sridhar,6e21d3e3f460,12741.86,CARD
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,W3353910,7D,Ekta Sridhar,6e21d3e3f460,5691.29,UPI
B1926,P1419,AI081,2025-11-27 11:37:36.952,CANCELLED,M9016399,18F,Krisha Murthy,fab957be1cbc,,
B1927,P1767,AI162,2026-01-28 11:37:36.952,PENDING,C3334437,27D,Oscar Sharaf,f42f196413bb,,
B1928,P1441,SJ037,2026-01-23 11:37:36.952,CANCELLED,J8140984,6F,Hema Pandya,73a0de999382,6983.66,NETBANKING
B1929,P1495,SJ037,2025-11-05 11:37:36.952,CONFIRMED,P7930148,6A,Aishani Sule,4a8e232afde8,,
B1930,P1023,UK080,2025-12-16 11:37:36.952,PENDING,K9910042,3B,Rehaan Koshy,14625265957d,8027.125,UPI
B1930,P1023,UK080,2025-12-16 11:37:36.952,PENDING,K9910042,3B,Rehaan Koshy,14625265957d,1625.9,CARD
B1931,P1108,SJ031,2025-09-26 11:37:36.952,PENDING,D6801990,16C,Arya Misra,fc177f8b70e0,10011.51,CARD
B1932,P1702,AI199,2025-12-28 11:37:36.952,CANCELLED,G4854842,4B,Umang Mishra,472eef41be4e,8636.39,CARD
B1932,P1702,AI199,2025-12-28 11:37:36.952,CANCELLED,G4854842,4B,Umang Mishra,472eef41be4e,8027.125,UPI
B1933,P1501,6F082,2025-05-28 11:37:36.952,CANCELLED,C6079179,7B,Bhavya Johal,55c983a72477,,
B1934,P1858,UK217,2026-04-12 11:37:36.952,PENDING,C5711713,9F,Vrinda Nadig,87c2075681a5,10978.81,UPI
B1935,P1024,UK014,2026-04-13 11:37:36.952,CANCELLED,K0247028,6C,Varsha Palla,e3b2d9f6f50a,,
B1936,P1186,SJ180,2026-01-11 11:37:36.952,CONFIRMED,E8745271,14D,Anusha Mani,1bd9123df01f,5159.35,UPI
B1936,P1186,SJ180,2026-01-11 11:37:36.952,CONFIRMED,E8745271,14D,Anusha Mani,1bd9123df01f,6127.38,UPI
B1937,P1287,6F268,2026-02-19 11:37:36.952,CANCELLED,M7646391,16E,Jairaj Raghavan,718fcde9d7f1,6825.66,CARD
B1938,P1627,UK205,2026-04-07 11:37:36.952,CANCELLED,Z7491619,19B,Megha Pai,83f4485de4b0,12242.79,UPI
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,E1540131,22B,Madhav Mannan,0d3b08e33aed,8851.37,UPI
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,E1540131,22B,Madhav Mannan,0d3b08e33aed,9872.75,UPI
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,E1540131,22B,Madhav Mannan,0d3b08e33aed,7506.15,NETBANKING
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,E1540131,22B,Madhav Mannan,0d3b08e33aed,14923.36,UPI
B1940,P1877,UK052,2025-06-25 11:37:36.952,CANCELLED,P9626168,17C,Brijesh Mani,29f05d8cf9a9,13791.37,CARD
B1940,P1877,UK052,2025-06-25 11:37:36.952,CANCELLED,P9626168,17C,Brijesh Mani,29f05d8cf9a9,4783.48,NETBANKING
B1941,P1913,UK230,2025-06-13 11:37:36.952,CANCELLED,L2741025,19D,Farhan Pal,d9164beac770,1551.73,CARD
B1942,P1036,AI145,2025-07-18 11:37:36.952,CANCELLED,R9899488,23D,Riya Kunda,c645bf63f1b6,1755.58,UPI
B1943,P1793,SJ035,2026-03-13 11:37:36.952,CONFIRMED,K8993005,7E,Varenya Kala,585ecaa6b56c,9116.92,NETBANKING
B1943,P1793,SJ035,2026-03-13 11:37:36.952,CONFIRMED,K8993005,7E,Varenya Kala,585ecaa6b56c,5304.06,UPI
B1944,P1136,SJ184,2025-07-20 11:37:36.952,CANCELLED,R5635584,10B,Saksham Yohannan,26b7a9f44781,3644.17,UPI
B1944,P1136,SJ184,2025-07-20 11:37:36.952,CANCELLED,R5635584,10B,Saksham Yohannan,26b7a9f44781,9053.91,NETBANKING
B1945,P1507,6F207,2025-11-03 11:37:36.952,CONFIRMED,C7266256,24A,Anika Magar,f92f1e58cdec,,
B1946,P1226,UK144,2026-03-30 11:37:36.952,CONFIRMED,A7001441,15A,Laksh Chopra,c6ddf65f875e,11196.94,UPI
B1947,P1319,AI126,2025-10-22 11:37:36.952,CONFIRMED,Z6240871,1A,Wriddhish Kibe,bbc67235fc23,2186.2,NETBANKING
B1948,P1839,SJ145,2025-05-19 11:37:36.952,CONFIRMED,W9041728,10A,Chandresh Wali,6086c2a3f824,7705.92,CARD
B1948,P1839,SJ145,2025-05-19 11:37:36.952,CONFIRMED,W9041728,10A,Chandresh Wali,6086c2a3f824,6743.77,NETBANKING
B1949,P1915,6F040,2025-05-16 11:37:36.952,PENDING,F3811522,15B,Upkaar Kaul,320a11b7e689,11031.75,UPI
B1949,P1915,6F040,2025-05-16 11:37:36.952,PENDING,F3811522,15B,Upkaar Kaul,320a11b7e689,3328.36,CARD
B1950,P1181,UK049,2025-06-15 11:37:36.952,CONFIRMED,F8240847,21B,Charles Chaudhry,e3f0e0f0fe9f,,
B1951,P1873,UK049,2026-03-18 11:37:36.952,CANCELLED,Y9940041,3F,Odika Narayanan,eee1d0d90267,12831.14,NETBANKING
B1952,P1085,AI087,2025-10-18 11:37:36.952,CONFIRMED,Y1351135,2C,Urmi Chaudhry,44cbe408edb4,10237.24,NETBANKING
B1953,P1466,AI152,2025-05-24 11:37:36.952,CANCELLED,R2289206,19A,Laksh Ahluwalia,5020f42754d0,12741.76,CARD
B1954,P1925,SJ240,2025-11-06 11:37:36.952,CONFIRMED,W0978302,2A,Nakul Ray,56d38739545b,14524.79,NETBANKING
B1955,P1052,AI212,2025-09-14 11:37:36.952,PENDING,D9453419,22B,Vamakshi Sood,8a6f6c15369c,,
B1956,P1859,AI064,2025-09-21 11:37:36.952,CONFIRMED,J4786742,3B,Ryan Mani,d7c910c00488,,
B1957,P1866,6F093,2025-06-07 11:37:36.952,CONFIRMED,V8930635,32E,Ekani Mangal,2cbf2a3492c3,4851.79,CARD
B1958,P1234,AI118,2025-04-28 11:37:36.952,PENDING,H7891213,29C,Daniel Chakraborty,640e7d75eff8,1256.74,CARD
B1958,P1234,AI118,2025-04-28 11:37:36.952,PENDING,H7891213,29C,Daniel Chakraborty,640e7d75eff8,1471.1,NETBANKING
B1959,P1958,AI172,2025-12-19 11:37:36.952,CONFIRMED,N9905585,23D,Vincent Warrior,aba6ea9e6fe6,9818.89,UPI
B1959,P1958,AI172,2025-12-19 11:37:36.952,CONFIRMED,N9905585,23D,Vincent Warrior,aba6ea9e6fe6,7275.19,NETBANKING
B1960,P1778,6F183,2026-01-30 11:37:36.952,CANCELLED,X4084290,27E,Baljiwan Gill,3ec801b4e5a6,14657.97,CARD
B1961,P1798,6F200,2025-07-15 11:37:36.952,CONFIRMED,Z0452898,28A,Omisha Goda,85fc4383c551,,
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,B6567337,18C,Balhaar Ranganathan,cfab9265ccbc,9530.25,CARD
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,B6567337,18C,Balhaar Ranganathan,cfab9265ccbc,1833.17,UPI
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,B6567337,18C,Balhaar Ranganathan,cfab9265ccbc,7948.25,CARD
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,B6567337,18C,Balhaar Ranganathan,cfab9265ccbc,11681.57,UPI
B1963,P1495,UK030,2026-02-24 11:37:36.952,CONFIRMED,C6527613,27F,Warhi Grewal,a5bd84693c40,,
B1964,P1998,SJ232,2025-05-21 11:37:36.952,PENDING,X8025308,18B,Bimala Barad,bc137c2090a6,,
B1965,P1099,6F090,2026-01-29 11:37:36.952,CONFIRMED,N9929644,20D,Aditya Misra,b69cf614fe6c,,
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,L0842324,12B,Hredhaan Nayak,a69e44095125,14419.64,UPI
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,L0842324,12B,Hredhaan Nayak,a69e44095125,6405.91,UPI
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,L0842324,12B,Hredhaan Nayak,a69e44095125,13474.77,CARD
B1967,P1598,AI154,2025-07-03 11:37:36.952,CANCELLED,A0417241,22C,Bhavani Sha,c498616f802d,12518.31,CARD
B1968,P1402,6F089,2025-10-11 11:37:36.952,CONFIRMED,Y1585574,2D,Wakeeta Desai,9ecc4ee497e2,14600.78,NETBANKING
B1969,P1395,6F218,2026-04-08 11:37:36.952,CONFIRMED,T9602425,29A,Yamini Sidhu,bc383407f2a1,13598.0,UPI
B1970,P1526,6F241,2025-11-26 11:37:36.952,CONFIRMED,G3295945,12B,Anjali Hans,f4d2072ab4f7,4558.49,NETBANKING
B1971,P1414,6F116,2025-08-20 11:37:36.952,CONFIRMED,Z8286304,2B,Isaiah Narayanan,7a270bcb5351,,
B1972,P1938,UK199,2025-04-18 11:37:36.952,CANCELLED,F9917217,19B,Nicholas Shanker,bd8d43094c65,5458.57,UPI
B1973,P1612,SJ033,2025-04-28 11:37:36.952,CANCELLED,E0416782,8C,Aarini Grewal,8d95677ce567,,
B1974,P1676,AI210,2025-08-03 11:37:36.952,PENDING,F6693706,15B,Akshay Nazareth,803a5c40faed,,
B1975,P1462,UK148,2025-08-26 11:37:36.952,CONFIRMED,B3139280,20E,Chakrika Hans,399187dcd934,7791.01,CARD
B1976,P1540,AI229,2025-08-27 11:37:36.952,PENDING,F2061901,16F,Parth Ravi,d10a43081c3d,8576.26,NETBANKING
B1977,P1625,UK005,2026-01-01 11:37:36.952,PENDING,M9379719,4A,Prisha Varma,a467314ef73d,,
B1978,P1618,SJ080,2025-12-07 11:37:36.952,CONFIRMED,A2956162,12C,Falak Chadha,a677c3f0d85f,9450.85,UPI
B1979,P1921,SJ092,2025-12-02 11:37:36.952,CANCELLED,J7185594,1F,Nandini Chandran,f4507cb07f36,,
B1980,P1363,SJ055,2025-12-04 11:37:36.952,CANCELLED,Y2304532,15A,Qasim Dey,a642001779ce,12102.14,CARD
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,Z7781456,19D,Vansha Naik,fedbff7152c5,4761.81,CARD
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,Z7781456,19D,Vansha Naik,fedbff7152c5,7404.46,UPI
B1982,P1083,6F162,2025-06-17 11:37:36.952,CONFIRMED,H7019453,7A,Yuvraj Ahuja,b19359e1774b,,
B1983,P1270,UK101,2025-06-28 11:37:36.952,CONFIRMED,P6650527,27A,Advika Rajagopal,e122a5aed28b,9117.5,CARD
B1984,P1243,6F198,2025-04-25 11:37:36.952,CONFIRMED,X2815780,27F,Warinder Sekhon,1b8be8e41c61,8109.9,UPI
B1984,P1243,6F198,2025-04-25 11:37:36.952,CONFIRMED,X2815780,27F,Warinder Sekhon,1b8be8e41c61,11501.29,UPI
B1985,P1387,6F239,2025-09-28 11:37:36.952,CONFIRMED,Y0223116,31F,Amara Narayan,a48fe80c0bbd,,
B1986,P1213,SJ177,2025-10-07 11:37:36.952,CONFIRMED,N7635322,13F,Chasmum Apte,28c392ec583a,,
B1987,P1817,6F044,2026-03-12 11:37:36.952,CANCELLED,W5921268,19F,Advika Parsa,99965d8e3b20,4585.24,CARD
B1987,P1817,6F044,2026-03-12 11:37:36.952,CANCELLED,W5921268,19F,Advika Parsa,99965d8e3b20,4148.68,CARD
B1988,P1165,6F248,2026-02-17 11:37:36.952,PENDING,H7114294,13A,Warinder Bhatia,bc6fd6ecdee7,13945.28,UPI
B1989,P1790,6F002,2025-12-10 11:37:36.952,CONFIRMED,H7539892,16F,Jagat Shroff,b6cc974ac3b3,,
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,E4659866,14B,Damyanti Dutta,1724b88632f3,4434.27,NETBANKING
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,E4659866,14B,Damyanti Dutta,1724b88632f3,8027.125,UPI
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,E4659866,14B,Damyanti Dutta,1724b88632f3,9960.43,NETBANKING
B1991,P1601,UK091,2026-01-14 11:37:36.952,CANCELLED,W4178376,22E,Nidra Thakkar,e00e65bf43d0,,
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,G8201140,25C,Deepa Dalal,667e2cc075d6,4590.22,CARD
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,G8201140,25C,Deepa Dalal,667e2cc075d6,2164.83,NETBANKING
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,G8201140,25C,Deepa Dalal,667e2cc075d6,7248.01,UPI
B1993,P1842,AI093,2026-03-11 11:37:36.952,CANCELLED,P6426735,5B,Chakrika Pillai,a0df85de247c,,
B1994,P1923,UK090,2026-03-31 11:37:36.952,CONFIRMED,J5533756,21D,Timothy Kanda,78e73e6b4ad2,,
B1995,P1503,SJ005,2025-11-20 11:37:36.952,CANCELLED,J8784962,11C,Kiaan Sridhar,7f5a4cab688e,,
B1996,P1705,UK106,2025-08-08 11:37:36.952,CANCELLED,M1046250,27E,Michael Sha,aa3daa0ade2e,10358.84,UPI
B1997,P1122,6F223,2025-05-03 11:37:36.952,PENDING,P5685120,27B,Kashvi Sagar,31afba534514,8027.125,UPI
B1997,P1122,6F223,2025-05-03 11:37:36.952,PENDING,P5685120,27B,Kashvi Sagar,31afba534514,8027.125,CARD
B1998,P1647,6F011,2025-10-23 11:37:36.952,CONFIRMED,T2935097,14C,Urishilla Yogi,e59be1b6698d,7319.71,CARD
B1998,P1647,6F011,2025-10-23 11:37:36.952,CONFIRMED,T2935097,14C,Urishilla Yogi,e59be1b6698d,11065.89,NETBANKING
B1999,P1412,UK124,2025-08-08 11:37:36.952,INVALID,C2914650,12B,Tejas Kota,1f25d6c7916a,2806.06,NETBANKING
